ID    |TERMINO                       |CF    |DF    
9720  |rescatat                      |1     |1     
9721  |resceb                        |1     |1     
9722  |rescibi                       |1     |1     
9723  |research                      |2     |1     
9724  |resent                        |1     |1     
9725  |reserv                        |6     |1     
9726  |resfri                        |3     |1     
9727  |resid                         |4     |1     
9728  |resident                      |3     |1     
9729  |resin                         |1     |1     
9730  |resinti                       |2     |1     
9731  |resist                        |9     |1     
9732  |resistent                     |1     |1     
9733  |resolucion                    |60    |1     
9734  |resolut                       |3     |1     
9735  |resolv                        |2     |1     
9736  |resolvamon                    |1     |1     
9737  |resolvi                       |3     |1     
9738  |resolvierons                  |1     |1     
9739  |resolvios                     |1     |1     
9740  |reson                         |2     |1     
9741  |respect                       |4     |1     
9742  |respet                        |40    |1     
9743  |respir                        |2     |1     
9744  |resplandec                    |5     |1     
9745  |resplandeci                   |1     |1     
9746  |resplandecient                |9     |1     
9747  |resplandor                    |4     |1     
9748  |respond                       |153   |1     
9749  |respondais                    |1     |1     
9750  |respondeis                    |2     |1     
9751  |respondell                    |6     |1     
9752  |respondem                     |3     |1     
9753  |responder                     |13    |1     
9754  |responderi                    |1     |1     
9755  |respondi                      |1107  |1     
9756  |respondient                   |1     |1     
9757  |respondieronl                 |3     |1     
9758  |respondieronm                 |1     |1     
9759  |respondil                     |2     |1     
9760  |respondiol                    |8     |1     
9761  |respondiom                    |4     |1     
9762  |respondist                    |1     |1     
9763  |respondon                     |2     |1     
9764  |respuest                      |59    |1     
9765  |resquebraj                    |1     |1     
9766  |resquici                      |6     |1     
9767  |rest                          |10    |1     
9768  |restant                       |1     |1     
9769  |restaur                       |1     |1     
9770  |restauracion                  |1     |1     
9771  |restitu                       |6     |1     
9772  |restrictions                  |2     |1     
9773  |resucit                       |20    |1     
9774  |resuelt                       |4     |1     
9775  |resuelv                       |2     |1     
9776  |resuen                        |2     |1     
9777  |result                        |2     |1     
9778  |resultar                      |2     |1     
9779  |resulucion                    |1     |1     
9780  |resum                         |1     |1     
9781  |resurrecion                   |2     |1     
9782  |ret                           |7     |1     
9783  |retabl                        |28    |1     
9784  |retam                         |2     |1     
9785  |retaz                         |1     |1     
9786  |retenci                       |3     |1     
9787  |retintin                      |1     |1     
9788  |retir                         |32    |1     
9789  |retirarons                    |1     |1     
9790  |retiras                       |1     |1     
9791  |retirat                       |4     |1     
9792  |retireis                      |1     |1     
9793  |retiremon                     |2     |1     
9794  |retiros                       |5     |1     
9795  |retor                         |19    |1     
9796  |retorn                        |3     |1     
9797  |retoz                         |2     |1     
9798  |retr                          |1     |1     
9799  |retrat                        |10    |1     
9800  |retratem                      |1     |1     
9801  |retret                        |1     |1     
9802  |retul                         |6     |1     
9803  |retumb                        |4     |1     
9804  |return                        |3     |1     
9805  |returns                       |1     |1     
9806  |reum                          |1     |1     
9807  |rev                           |32    |1     
9808  |revalid                       |2     |1     
9809  |revellin                      |1     |1     
9810  |revent                        |13    |1     
9811  |revenu                        |1     |1     
9812  |reverenci                     |3     |1     
9813  |reverend                      |3     |1     
9814  |reverendisim                  |2     |1     
9815  |reverent                      |15    |1     
9816  |reves                         |3     |1     
9817  |revient                       |3     |1     
9818  |revivi                        |1     |1     
9819  |revoc                         |2     |1     
9820  |revolc                        |2     |1     
9821  |revoltill                     |1     |1     
9822  |revolv                        |7     |1     
9823  |revolvi                       |3     |1     
9824  |revolviendosel                |1     |1     
9825  |revuelt                       |14    |1     
9826  |revuelv                       |1     |1     
9827  |rey                           |174   |1     
9828  |rez                           |10    |1     
9829  |ria                           |1     |1     
9830  |riar                          |1     |1     
9831  |rias                          |1     |1     
9832  |ribaz                         |1     |1     
9833  |riber                         |13    |1     
9834  |ribet                         |3     |1     
9835  |ric                           |135   |1     
9836  |ricamont                      |1     |1     
9837  |ricard                        |6     |1     
9838  |ricot                         |34    |1     
9839  |ridicul                       |4     |1     
9840  |riend                         |50    |1     
9841  |rier                          |3     |1     
9842  |rieron                        |3     |1     
9843  |rierons                       |1     |1     
9844  |ries                          |3     |1     
9845  |riesg                         |8     |1     
9846  |riet                          |1     |1     
9847  |rif                           |1     |1     
9848  |rig                           |4     |1     
9849  |right                         |4     |1     
9850  |rigor                         |25    |1     
9851  |rigur                         |25    |1     
9852  |rijos                         |2     |1     
9853  |rimer                         |3     |1     
9854  |rin                           |10    |1     
9855  |rincon                        |11    |1     
9856  |rinconet                      |1     |1     
9857  |rind                          |20    |1     
9858  |rindi                         |3     |1     
9859  |rindios                       |2     |1     
9860  |rinend                        |1     |1     
9861  |riner                         |1     |1     
9862  |rines                         |1     |1     
9863  |rinon                         |1     |1     
9864  |rio                           |24    |1     
9865  |riom                          |1     |1     
9866  |rios                          |15    |1     
9867  |ripi                          |1     |1     
9868  |riquez                        |36    |1     
9869  |riquis                        |1     |1     
9870  |riquisim                      |10    |1     
9871  |ris                           |54    |1     
9872  |risc                          |11    |1     
9873  |ristr                         |3     |1     
9874  |risuen                        |6     |1     
9875  |rival                         |1     |1     
9876  |riy                           |1     |1     
9877  |rob                           |22    |1     
9878  |robador                       |5     |1     
9879  |roball                        |2     |1     
9880  |robast                        |1     |1     
9881  |robl                          |1     |1     
9882  |robust                        |6     |1     
9883  |roc                           |3     |1     
9884  |rocabertis                    |1     |1     
9885  |rochel                        |1     |1     
9886  |roci                          |4     |1     
9887  |rocin                         |214   |1     
9888  |rod                           |38    |1     
9889  |rodaj                         |2     |1     
9890  |rodamont                      |1     |1     
9891  |rode                          |12    |1     
9892  |rodeamon                      |1     |1     
9893  |rodel                         |12    |1     
9894  |rodill                        |42    |1     
9895  |rodrig                        |10    |1     
9896  |rodriguez                     |41    |1     
9897  |roe                           |1     |1     
9898  |roen                          |1     |1     
9899  |roer                          |1     |1     
9900  |rog                           |91    |1     
9901  |rogacion                      |1     |1     
9902  |rogamosl                      |1     |1     
9903  |rogar                         |2     |1     
9904  |rogaral                       |1     |1     
9905  |rogart                        |2     |1     
9906  |rogat                         |1     |1     
9907  |rogol                         |5     |1     
9908  |roguel                        |1     |1     
9909  |roi                           |1     |1     
9910  |roid                          |1     |1     
9911  |roj                           |6     |1     
9912  |rold                          |20    |1     
9913  |rolliz                        |7     |1     
9914  |rom                           |15    |1     
9915  |romadiz                       |1     |1     
9916  |roman                         |15    |1     
9917  |romanc                        |29    |1     
9918  |romb                          |1     |1     
9919  |romer                         |5     |1     
9920  |romp                          |38    |1     
9921  |rompais                       |1     |1     
9922  |rompasel                      |1     |1     
9923  |rompell                       |1     |1     
9924  |rompi                         |10    |1     
9925  |ronc                          |10    |1     
9926  |roncesvall                    |7     |1     
9927  |rond                          |8     |1     
9928  |rondill                       |1     |1     
9929  |rondon                        |2     |1     
9930  |ronquill                      |1     |1     
9931  |rop                           |24    |1     
9932  |ropill                        |6     |1     
9933  |ropon                         |1     |1     
9934  |roqu                          |40    |1     
9935  |ros                           |9     |1     
9936  |rosari                        |7     |1     
9937  |rosc                          |1     |1     
9938  |rostr                         |181   |1     
9939  |rot                           |30    |1     
9940  |rotol                         |2     |1     
9941  |rotund                        |1     |1     
9942  |rotur                         |1     |1     
9943  |royalti                       |2     |1     
9944  |royalty                       |3     |1     
9945  |rozag                         |1     |1     
9946  |rozn                          |1     |1     
9947  |rua                           |1     |1     
9948  |rubi                          |12    |1     
9949  |rubicon                       |1     |1     
9950  |rubicund                      |1     |1     
9951  |rubion                        |3     |1     
9952  |rubric                        |3     |1     
9953  |ruci                          |120   |1     
9954  |rudez                         |1     |1     
9955  |ruec                          |2     |1     
9956  |rued                          |19    |1     
9957  |rueg                          |40    |1     
9958  |ruegal                        |1     |1     
9959  |ruegol                        |1     |1     
9960  |ruegot                        |3     |1     
9961  |rufi                          |2     |1     
9962  |rufian                        |2     |1     
9963  |rug                           |2     |1     
9964  |ruger                         |2     |1     
9965  |ruibarb                       |1     |1     
9966  |ruid                          |51    |1     
9967  |ruider                        |7     |1     
9968  |ruin                          |19    |1     
9969  |rul                           |2     |1     
9970  |rumb                          |1     |1     
9971  |rumi                          |2     |1     
9972  |rumor                         |7     |1     
9973  |rumpant                       |1     |1     
9974  |rus                           |1     |1     
9975  |rustic                        |27    |1     
9976  |rutil                         |1     |1     
9977  |ruy                           |1     |1     
9978  |saavedr                       |1     |1     
9979  |sab                           |506   |1     
9980  |saban                         |12    |1     
9981  |sabandij                      |1     |1     
9982  |sabe                          |1     |1     
9983  |sabeis                        |19    |1     
9984  |sabes                         |1     |1     
9985  |sabet                         |6     |1     
9986  |sabi                          |172   |1     
9987  |sabidor                       |13    |1     
9988  |sabiduri                      |6     |1     
9989  |sabiend                       |1     |1     
9990  |sabog                         |1     |1     
9991  |sabor                         |13    |1     
9992  |saboyan                       |2     |1     
9993  |sabr                          |50    |1     
9994  |sabreis                       |1     |1     
9995  |sabreism                      |1     |1     
9996  |sabri                         |6     |1     
9997  |sabriam                       |1     |1     
9998  |sabros                        |11    |1     
9999  |sabrosisim                    |1     |1     
10000 |sac                           |244   |1     
10001 |sacabuch                      |1     |1     
10002 |sacadol                       |1     |1     
10003 |sacais                        |1     |1     
10004 |sacall                        |1     |1     
10005 |sacam                         |1     |1     
10006 |sacandomel                    |1     |1     
10007 |sacapotr                      |1     |1     
10008 |sacar                         |14    |1     
10009 |sacared                       |1     |1     
10010 |sacareis                      |1     |1     
10011 |sacari                        |4     |1     
10012 |sacarmel                      |1     |1     
10013 |sacarsel                      |1     |1     
10014 |sacart                        |3     |1     
10015 |sacerdot                      |8     |1     
10016 |sacol                         |1     |1     
10017 |sacr                          |3     |1     
10018 |sacrament                     |3     |1     
10019 |sacrifici                     |3     |1     
10020 |sacrilegi                     |1     |1     
10021 |sacrip                        |3     |1     
10022 |sacrist                       |5     |1     
10023 |sacristan                     |1     |1     
10024 |sacristani                    |1     |1     
10025 |sacud                         |11    |1     
10026 |saet                          |8     |1     
10027 |sagac                         |8     |1     
10028 |sagaz                         |2     |1     
10029 |sagitari                      |1     |1     
10030 |sagr                          |3     |1     
10031 |sahum                         |2     |1     
10032 |sahumeri                      |1     |1     
10033 |sal                           |390   |1     
10034 |salamanc                      |13    |1     
10035 |salamanques                   |1     |1     
10036 |salari                        |22    |1     
10037 |salaz                         |1     |1     
10038 |saldr                         |26    |1     
10039 |saldri                        |6     |1     
10040 |sales                         |1     |1     
10041 |salg                          |38    |1     
10042 |salgais                       |1     |1     
10043 |sali                          |129   |1     
10044 |salial                        |1     |1     
10045 |salid                         |1     |1     
10046 |salier                        |4     |1     
10047 |salieronl                     |1     |1     
10048 |salierons                     |2     |1     
10049 |salies                        |1     |1     
10050 |saliol                        |1     |1     
10051 |salion                        |1     |1     
10052 |salios                        |2     |1     
10053 |salist                        |1     |1     
10054 |saliv                         |1     |1     
10055 |salmanticens                  |1     |1     
10056 |salmantin                     |2     |1     
10057 |salobr                        |1     |1     
10058 |salomon                       |1     |1     
10059 |salpicon                      |2     |1     
10060 |sals                          |2     |1     
10061 |salt                          |54    |1     
10062 |saltaembarc                   |2     |1     
10063 |salte                         |3     |1     
10064 |salteador                     |10    |1     
10065 |salteandosel                  |1     |1     
10066 |salteri                       |1     |1     
10067 |salud                         |65    |1     
10068 |saludall                      |1     |1     
10069 |saludarons                    |1     |1     
10070 |saludol                       |1     |1     
10071 |saludon                       |1     |1     
10072 |salutacion                    |1     |1     
10073 |salutifer                     |1     |1     
10074 |salv                          |34    |1     
10075 |salvacion                     |2     |1     
10076 |salvaj                        |6     |1     
10077 |salvaman                      |1     |1     
10078 |salvament                     |1     |1     
10079 |salvocondut                   |3     |1     
10080 |sam                           |1     |1     
10081 |sambenit                      |1     |1     
10082 |san                           |67    |1     
10083 |sanazar                       |1     |1     
10084 |sanch                         |1806  |1     
10085 |sanchic                       |20    |1     
10086 |sanchuel                      |1     |1     
10087 |sandec                        |13    |1     
10088 |sandez                        |10    |1     
10089 |sandi                         |5     |1     
10090 |sandoval                      |2     |1     
10091 |sangr                         |67    |1     
10092 |sangri                        |2     |1     
10093 |sangrient                     |5     |1     
10094 |sanguine                      |1     |1     
10095 |sanguinolent                  |1     |1     
10096 |sanid                         |2     |1     
10097 |sanluc                        |2     |1     
10098 |sanson                        |75    |1     
10099 |sansonin                      |1     |1     
10100 |sansuen                       |3     |1     
10101 |sant                          |49    |1     
10102 |santangel                     |1     |1     
10103 |santiag                       |5     |1     
10104 |santid                        |3     |1     
10105 |santigu                       |11    |1     
10106 |santisim                      |4     |1     
10107 |santuari                      |1     |1     
10108 |sap                           |3     |1     
10109 |saqu                          |28    |1     
10110 |sara                          |3     |1     
10111 |sard                          |1     |1     
10112 |sardesc                       |1     |1     
10113 |sardin                        |2     |1     
10114 |sarg                          |2     |1     
10115 |sargel                        |3     |1     
10116 |sarn                          |4     |1     
10117 |sarr                          |2     |1     
10118 |sart                          |11    |1     
10119 |sarten                        |1     |1     
10120 |sastr                         |9     |1     
10121 |satan                         |13    |1     
10122 |satir                         |9     |1     
10123 |satisf                        |3     |1     
10124 |satisfac                      |18    |1     
10125 |satisfaceis                   |1     |1     
10126 |satisfacell                   |1     |1     
10127 |satisfacer                    |2     |1     
10128 |satisfaci                     |1     |1     
10129 |satisfacion                   |15    |1     
10130 |satisfag                      |7     |1     
10131 |satisfagais                   |1     |1     
10132 |satisfar                      |6     |1     
10133 |satisfari                     |1     |1     
10134 |satisfech                     |36    |1     
10135 |satisfic                      |3     |1     
10136 |satisfiz                      |3     |1     
10137 |saturati                      |1     |1     
10138 |saturnin                      |1     |1     
10139 |sauc                          |3     |1     
10140 |say                           |24    |1     
10141 |sayag                         |1     |1     
10142 |sazon                         |88    |1     
10143 |scatter                       |1     |1     
10144 |scil                          |1     |1     
10145 |scit                          |1     |1     
10146 |scripserunt                   |1     |1     
10147 |sea                           |284   |1     
10148 |seais                         |11    |1     
10149 |seal                          |2     |1     
10150 |seam                          |6     |1     
10151 |sean                          |80    |1     
10152 |seanm                         |1     |1     
10153 |search                        |1     |1     
10154 |seas                          |19    |1     
10155 |sec                           |36    |1     
10156 |second                        |2     |1     
10157 |secret                        |45    |1     
10158 |secretari                     |19    |1     
10159 |sect                          |3     |1     
10160 |section                       |7     |1     
10161 |sections                      |1     |1     
10162 |secuac                        |2     |1     
10163 |secur                         |1     |1     
10164 |secutori                      |1     |1     
10165 |sed                           |34    |1     
10166 |seder                         |2     |1     
10167 |sedient                       |2     |1     
10168 |see                           |3     |1     
10169 |seg                           |2     |1     
10170 |segador                       |3     |1     
10171 |segl                          |1     |1     
10172 |segovi                        |7     |1     
10173 |segu                          |49    |1     
10174 |segui                         |14    |1     
10175 |seguial                       |5     |1     
10176 |seguid                        |1     |1     
10177 |seguidill                     |3     |1     
10178 |seguidm                       |1     |1     
10179 |seguidor                      |1     |1     
10180 |seguill                       |3     |1     
10181 |seguimient                    |1     |1     
10182 |seguir                        |2     |1     
10183 |seguireis                     |1     |1     
10184 |seguiri                       |1     |1     
10185 |seguis                        |1     |1     
10186 |seguist                       |2     |1     
10187 |segun                         |164   |1     
10188 |segund                        |91    |1     
10189 |segur                         |93    |1     
10190 |seis                          |77    |1     
10191 |seiscient                     |17    |1     
10192 |sel                           |1     |1     
10193 |sell                          |9     |1     
10194 |selv                          |19    |1     
10195 |seman                         |6     |1     
10196 |semblant                      |5     |1     
10197 |sembr                         |6     |1     
10198 |sembradur                     |1     |1     
10199 |semej                         |115   |1     
10200 |semejabad                     |1     |1     
10201 |semidoncell                   |1     |1     
10202 |seminim                       |1     |1     
10203 |sen                           |60    |1     
10204 |senal                         |134   |1     
10205 |senaladisim                   |1     |1     
10206 |senalar                       |1     |1     
10207 |senalari                      |1     |1     
10208 |senalensel                    |1     |1     
10209 |sencill                       |5     |1     
10210 |sencillez                     |3     |1     
10211 |send                          |20    |1     
10212 |sender                        |3     |1     
10213 |sending                       |1     |1     
10214 |senor                         |1754  |1     
10215 |senoraz                       |1     |1     
10216 |senore                        |1     |1     
10217 |senori                        |36    |1     
10218 |senoril                       |1     |1     
10219 |senorisim                     |1     |1     
10220 |senorit                       |1     |1     
10221 |sent                          |145   |1     
10222 |senta                         |2     |1     
10223 |sentab                        |1     |1     
10224 |sentarons                     |3     |1     
10225 |sentenc                       |2     |1     
10226 |sentenci                      |40    |1     
10227 |sentenciar                    |2     |1     
10228 |sentenciaronm                 |1     |1     
10229 |sentenciel                    |1     |1     
10230 |senti                         |18    |1     
10231 |sentibl                       |1     |1     
10232 |sentimient                    |30    |1     
10233 |sentir                        |2     |1     
10234 |sentiri                       |1     |1     
10235 |sentiriad                     |1     |1     
10236 |sentis                        |2     |1     
10237 |sentos                        |9     |1     
10238 |senuel                        |2     |1     
10239 |seos                          |1     |1     
10240 |sep                           |76    |1     
10241 |sepad                         |1     |1     
10242 |sepais                        |9     |1     
10243 |separ                         |2     |1     
10244 |septim                        |1     |1     
10245 |sepulcr                       |6     |1     
10246 |sepult                        |14    |1     
10247 |sepultur                      |40    |1     
10248 |sequed                        |3     |1     
10249 |ser                           |1324  |1     
10250 |sereis                        |4     |1     
10251 |seren                         |9     |1     
10252 |serenisim                     |2     |1     
10253 |serg                          |1     |1     
10254 |seri                          |131   |1     
10255 |serl                          |37    |1     
10256 |sermon                        |2     |1     
10257 |sermonc                       |1     |1     
10258 |sern                          |1     |1     
10259 |serpient                      |8     |1     
10260 |serrall                       |1     |1     
10261 |serrezuel                     |1     |1     
10262 |sert                          |1     |1     
10263 |serv                          |143   |1     
10264 |servi                         |21    |1     
10265 |servian                       |1     |1     
10266 |servici                       |48    |1     
10267 |servidor                      |5     |1     
10268 |servidoris                    |1     |1     
10269 |servidumbr                    |1     |1     
10270 |servil                        |2     |1     
10271 |servill                       |3     |1     
10272 |servir                        |22    |1     
10273 |serviri                       |3     |1     
10274 |servirt                       |3     |1     
10275 |ses                           |12    |1     
10276 |sesent                        |14    |1     
10277 |sesg                          |3     |1     
10278 |sest                          |5     |1     
10279 |set                           |10    |1     
10280 |setecient                     |4     |1     
10281 |seten                         |2     |1     
10282 |setent                        |7     |1     
10283 |setiembr                      |1     |1     
10284 |sever                         |2     |1     
10285 |several                       |1     |1     
10286 |sevill                        |19    |1     
10287 |sevillan                      |1     |1     
10288 |shall                         |2     |1     
10289 |shar                          |2     |1     
10290 |sharing                       |1     |1     
10291 |should                        |2     |1     
10292 |sicili                        |3     |1     
10293 |sicut                         |2     |1     
10294 |sid                           |162   |1     
10295 |sieg                          |3     |1     
10296 |siempr                        |150   |1     
10297 |sien                          |2     |1     
10298 |siend                         |110   |1     
10299 |siendol                       |10    |1     
10300 |sient                         |32    |1     
10301 |sientat                       |1     |1     
10302 |sierp                         |6     |1     
10303 |sierr                         |30    |1     
10304 |sies                          |1     |1     
10305 |siest                         |10    |1     
10306 |siet                          |28    |1     
10307 |sig                           |37    |1     
10308 |sigais                        |1     |1     
10309 |sigam                         |1     |1     
10310 |sigismund                     |1     |1     
10311 |sigl                          |54    |1     
10312 |sign                          |2     |1     
10313 |signif                        |4     |1     
10314 |signific                      |9     |1     
10315 |significacion                 |1     |1     
10316 |significais                   |1     |1     
10317 |signis                        |1     |1     
10318 |signum                        |3     |1     
10319 |sigu                          |37    |1     
10320 |siguel                        |1     |1     
10321 |siguem                        |1     |1     
10322 |sigues                        |2     |1     
10323 |sigui                         |16    |1     
10324 |siguient                      |21    |1     
10325 |siguieronl                    |1     |1     
10326 |siguimient                    |1     |1     
10327 |siguiol                       |5     |1     
10328 |sil                           |2     |1     
10329 |silb                          |4     |1     
10330 |silbat                        |1     |1     
10331 |silen                         |1     |1     
10332 |silenci                       |75    |1     
10333 |silguer                       |1     |1     
10334 |sill                          |69    |1     
10335 |sillon                        |4     |1     
10336 |silv                          |1     |1     
10337 |silvan                        |1     |1     
10338 |silvat                        |1     |1     
10339 |silvestr                      |1     |1     
10340 |silvi                         |1     |1     
10341 |silvos                        |1     |1     
10342 |sim                           |14    |1     
10343 |simient                       |1     |1     
10344 |similitud                     |1     |1     
10345 |simon                         |1     |1     
10346 |simpl                         |39    |1     
10347 |simplez                       |2     |1     
10348 |simplic                       |21    |1     
10349 |simplicisim                   |1     |1     
10350 |simulacr                      |1     |1     
10351 |sin                           |1850  |1     
10352 |sinabaf                       |1     |1     
10353 |sincer                        |4     |1     
10354 |singul                        |10    |1     
10355 |singular                      |1     |1     
10356 |siniestr                      |5     |1     
10357 |sinific                       |1     |1     
10358 |sinon                         |1     |1     
10359 |sinrazon                      |10    |1     
10360 |sinsabor                      |3     |1     
10361 |sint                          |15    |1     
10362 |sinti                         |24    |1     
10363 |sintiol                       |1     |1     
10364 |sintios                       |1     |1     
10365 |siqu                          |32    |1     
10366 |sirg                          |3     |1     
10367 |siriac                        |1     |1     
10368 |sirt                          |1     |1     
10369 |sirv                          |79    |1     
10370 |sirval                        |1     |1     
10371 |sirvat                        |1     |1     
10372 |sirvi                         |13    |1     
10373 |sirvient                      |3     |1     
10374 |sirvier                       |1     |1     
10375 |sisif                         |1     |1     
10376 |sit                           |4     |1     
10377 |siti                          |25    |1     
10378 |small                         |2     |1     
10379 |sobaj                         |3     |1     
10380 |soberan                       |4     |1     
10381 |soberbi                       |24    |1     
10382 |soborn                        |1     |1     
10383 |sobr                          |477   |1     
10384 |sobrar                        |1     |1     
10385 |sobrebarber                   |1     |1     
10386 |sobrecarg                     |1     |1     
10387 |sobredich                     |1     |1     
10388 |sobreescrit                   |3     |1     
10389 |sobrehuman                    |2     |1     
10390 |sobrellev                     |1     |1     
10391 |sobremaner                    |7     |1     
10392 |sobremod                      |3     |1     
10393 |sobrenatural                  |1     |1     
10394 |sobrenombr                    |7     |1     
10395 |sobrepellic                   |1     |1     
10396 |sobrepuj                      |3     |1     
10397 |sobrerrop                     |1     |1     
10398 |sobresalt                     |52    |1     
10399 |sobresaltos                   |2     |1     
10400 |sobrescrit                    |3     |1     
10401 |sobrev                        |1     |1     
10402 |sobreven                      |1     |1     
10403 |sobrevin                      |4     |1     
10404 |sobrin                        |68    |1     
10405 |socalin                       |3     |1     
10406 |socap                         |2     |1     
10407 |socarron                      |14    |1     
10408 |socarroneri                   |1     |1     
10409 |socorr                        |48    |1     
10410 |socorredor                    |1     |1     
10411 |socorrell                     |2     |1     
10412 |socorrer                      |1     |1     
10413 |socorri                       |2     |1     
10414 |soec                          |2     |1     
10415 |soez                          |6     |1     
10416 |soficient                     |1     |1     
10417 |sofist                        |1     |1     
10418 |sofisteri                     |1     |1     
10419 |sog                           |19    |1     
10420 |soguill                       |4     |1     
10421 |sois                          |57    |1     
10422 |sol                           |534   |1     
10423 |solap                         |4     |1     
10424 |solaz                         |7     |1     
10425 |sold                          |69    |1     
10426 |soldadesc                     |2     |1     
10427 |soled                         |21    |1     
10428 |soledad                       |10    |1     
10429 |solen                         |3     |1     
10430 |solenisim                     |1     |1     
10431 |soleniz                       |3     |1     
10432 |solenizall                    |1     |1     
10433 |soli                          |22    |1     
10434 |soliad                        |1     |1     
10435 |soliadis                      |1     |1     
10436 |solicit                       |32    |1     
10437 |solicitall                    |2     |1     
10438 |solicitar                     |2     |1     
10439 |solicitation                  |1     |1     
10440 |solicitud                     |14    |1     
10441 |soliloqui                     |2     |1     
10442 |solisd                        |1     |1     
10443 |solit                         |1     |1     
10444 |solitari                      |1     |1     
10445 |solloz                        |9     |1     
10446 |solon                         |1     |1     
10447 |solstici                      |1     |1     
10448 |solt                          |33    |1     
10449 |soltall                       |2     |1     
10450 |soltart                       |1     |1     
10451 |solter                        |3     |1     
10452 |soltur                        |3     |1     
10453 |solus                         |1     |1     
10454 |som                           |33    |1     
10455 |sombr                         |35    |1     
10456 |sombrer                       |6     |1     
10457 |sombri                        |1     |1     
10458 |sombros                       |1     |1     
10459 |son                           |529   |1     
10460 |sonaj                         |2     |1     
10461 |sonant                        |1     |1     
10462 |sond                          |1     |1     
10463 |sonet                         |39    |1     
10464 |sonolient                     |3     |1     
10465 |sonor                         |4     |1     
10466 |sonr                          |2     |1     
10467 |sonrei                        |1     |1     
10468 |sonsac                        |3     |1     
10469 |sop                           |2     |1     
10470 |sopl                          |12    |1     
10471 |sorb                          |1     |1     
10472 |sord                          |10    |1     
10473 |sorrent                       |1     |1     
10474 |sortij                        |5     |1     
10475 |soseg                         |55    |1     
10476 |sosega                        |2     |1     
10477 |sosegarons                    |1     |1     
10478 |sosegos                       |3     |1     
10479 |sosegueis                     |1     |1     
10480 |sosieg                        |34    |1     
10481 |sosiegat                      |2     |1     
10482 |sosiegues                     |2     |1     
10483 |soslay                        |1     |1     
10484 |sospech                       |36    |1     
10485 |sospir                        |12    |1     
10486 |sosten                        |4     |1     
10487 |sosteng                       |1     |1     
10488 |sosteni                       |8     |1     
10489 |sostuv                        |1     |1     
10490 |sot                           |1     |1     
10491 |sotaermitan                   |1     |1     
10492 |sotan                         |2     |1     
10493 |sotanill                      |1     |1     
10494 |sotavent                      |1     |1     
10495 |sotil                         |3     |1     
10496 |sotilez                       |2     |1     
10497 |soy                           |334   |1     
10498 |spanish                       |1     |1     
10499 |special                       |1     |1     
10500 |specifi                       |2     |1     
10501 |specific                      |1     |1     
10502 |sper                          |1     |1     
10503 |spre                          |1     |1     
10504 |staff                         |1     |1     
10505 |start                         |3     |1     
10506 |stat                          |10    |1     
10507 |statements                    |1     |1     
10508 |status                        |4     |1     
10509 |stor                          |1     |1     
10510 |strict                        |1     |1     
10511 |stultorum                     |1     |1     
10512 |stupend                       |1     |1     
10513 |suadent                       |1     |1     
10514 |suav                          |19    |1     
10515 |suavement                     |1     |1     
10516 |suavid                        |4     |1     
10517 |suavisim                      |2     |1     
10518 |sub                           |111   |1     
10519 |subais                        |1     |1     
10520 |subi                          |33    |1     
10521 |subier                        |1     |1     
10522 |subimon                       |1     |1     
10523 |subir                         |1     |1     
10524 |subit                         |3     |1     
10525 |subject                       |1     |1     
10526 |subjet                        |4     |1     
10527 |sublim                        |3     |1     
10528 |subscrib                      |1     |1     
10529 |subtil                        |1     |1     
10530 |suced                         |131   |1     
10531 |suceder                       |1     |1     
10532 |sucederi                      |2     |1     
10533 |sucedi                        |78    |1     
10534 |sucedier                      |6     |1     
10535 |sucediol                      |6     |1     
10536 |sucediom                      |1     |1     
10537 |suces                         |130   |1     
10538 |such                          |6     |1     
10539 |suci                          |3     |1     
10540 |sucint                        |3     |1     
10541 |sud                           |16    |1     
10542 |sudor                         |9     |1     
10543 |suegr                         |5     |1     
10544 |suel                          |295   |1     
10545 |sueld                         |1     |1     
10546 |suelenl                       |1     |1     
10547 |suelt                         |25    |1     
10548 |suen                          |58    |1     
10549 |suer                          |3     |1     
10550 |suert                         |147   |1     
10551 |suficient                     |8     |1     
10552 |sufr                          |35    |1     
10553 |sufragi                       |1     |1     
10554 |sufral                        |1     |1     
10555 |sufri                         |3     |1     
10556 |sufridor                      |3     |1     
10557 |sufrier                       |1     |1     
10558 |sufrimient                    |6     |1     
10559 |sufrir                        |1     |1     
10560 |sujecion                      |1     |1     
10561 |sujet                         |38    |1     
10562 |sum                           |14    |1     
10563 |sumergi                       |1     |1     
10564 |sumis                         |2     |1     
10565 |sumision                      |1     |1     
10566 |summ                          |1     |1     
10567 |sumptuos                      |1     |1     
10568 |sumul                         |1     |1     
10569 |suntuos                       |5     |1     
10570 |sup                           |104   |1     
10571 |supedit                       |1     |1     
10572 |supercheri                    |3     |1     
10573 |superfici                     |2     |1     
10574 |supersticion                  |1     |1     
10575 |supier                        |5     |1     
10576 |supierad                      |1     |1     
10577 |supies                        |1     |1     
10578 |supiesed                      |1     |1     
10579 |supin                         |1     |1     
10580 |supist                        |1     |1     
10581 |supl                          |10    |1     
10582 |suplement                     |2     |1     
10583 |supli                         |2     |1     
10584 |suplic                        |57    |1     
10585 |suplicacion                   |1     |1     
